x,y
2534107.2731164102,1159353.22065562
2539359.342846583,1154435.371706078
2531880.590248953,1158283.5005870753
2544336.789208695,1158392.810443591
2542374.8049846757,1160004.8863758587
2534886.9069497916,1156520.2584077353
2538319.8384789457,1151341.1302382662
2541903.249084553,1156319.2300495652
2529678.356406698,1160281.1013522316
2534749.051406613,1150675.969384489
2539696.6098830756,1152652.0909023937
2542192.0211070855,1159055.477717074
2534909.524071771,1156241.614408798
2532924.536406623,1154281.0627622516
2538584.322219694,1158927.238991294
2531616.2640605145,1149399.270332522
2540143.72941342,1157564.926741641
2530550.5585756605,1149545.4864789865
2530211.4399471483,1157195.0664008278
2531309.7142209187,1151252.5888053763
2541209.166811901,1157163.8906036587
2545454.0424593906,1155460.3243503636
2534634.0764157833,1156249.8603340522
2542816.734633347,1154256.6283166443
2531325.2701737145,1159114.085075987
2536570.3493274297,1155554.4697939733
2529979.7165338476,1159811.5055277494
2535167.707721611,1161386.5414547143
2536270.2325486345,1151323.3711276965
2534058.139772831,1150244.4208436827
2534336.783789058,1151357.2797005926
2533545.426935128,1149267.7487189667
2529459.7875420395,1149828.6257246844
2529323.307895405,1157192.2657054947
2535618.4191864813,1159657.662990588
2537381.648146324,1149209.5149811408
2528943.119662514,1159358.7736656896
2532591.740803903,1159890.396735456
2533958.1099448116,1150852.3056330532
2540293.4733808325,1161415.320508751
2535564.5442582294,1152558.9235243064
2545713.1682371222,1161119.842904386
2541149.7205936755,1161548.415845182
2543444.3502204977,1156895.6813919593
2534408.5149240503,1161650.6665225334
2542760.561642973,1157304.8757346198
2543765.9054235932,1160187.1642921309
2534240.9588170457,1155983.424460782
2532109.096795249,1159065.2491917275
2528466.6722779,1156560.6937710387
2530570.277368332,1153798.9161401954
2541530.6443453524,1153220.5352842538
2528847.8905013283,1160744.260546998
2528251.74529446,1160752.2102005407
2533573.792379719,1156301.3254377486
2540888.3257476604,1151815.4691977596
2534990.234698997,1159269.547401812
2528047.3747336813,1149793.296139353
2545605.58541744,1157790.5217930751
2529932.3936543227,1151605.1589285687
2538797.5228836327,1150004.2452011995
2539871.320684197,1153564.2542350087
2537950.743702871,1157487.9394521515
2544332.3718595267,1158576.689757129
2534199.0606162786,1152821.6321421957
2531340.3146808846,1161310.178833777
2533868.492350615,1150367.628565035
2528688.0658488907,1153044.3190710652
2537294.081898127,1155549.347503757
2531093.570809748,1158030.796345064
2540312.112653377,1154736.53206031
2538734.5615713038,1155680.9517775367
2539406.7961695613,1153949.1578435653
2545648.9553450993,1157205.8870467034
2543837.7025762163,1149408.0750354903
2539416.634584748,1153408.8217603385
2533577.437549026,1150229.5640307812
2532325.7346121217,1156273.4470335515
2538078.8681623307,1151374.4291942928
2534533.409326213,1157654.3304565104
2532708.224236687,1149565.1574065117
2533750.9397361916,1154161.9303615266
2540186.434646664,1158496.3734285634
2532025.651178335,1161917.2313198254
2537394.3192935837,1161920.5067155773
2537940.268130523,1159668.3920698054
2536497.25924013,1158200.8394971646
2533575.639660258,1156053.1920486693
2536271.7464820123,1149967.2653055717
2538069.2754846085,1159245.78396684
2529231.629781724,1158114.4729142077
2541195.3429284175,1155849.5145727023
2539739.7506458075,1152272.8644103291
2531802.6396597545,1156075.1819954414
2529879.344391073,1161155.7816841502
2545060.437668699,1155393.1923382077
2542179.70096632,1159226.3320276036
2540786.4419262456,1159451.8012440226
2529878.8722492494,1156039.8610670923
2539392.260215138,1153805.7249757522
2532501.988549387,1161082.72376453
2539542.5249760826,1149611.3455778013
2537586.0007155524,1150351.974799368
2545205.981334096,1151317.7487260778
2538065.83542694,1153140.74183085
2529404.645826722,1160314.4459626568
2538097.4181855586,1150781.1551218487
2536035.9011012036,1150210.6806423084
2530125.201635636,1149564.126536083
2535510.1896411413,1155740.9192423602
2534099.4720024643,1149812.3865153799
2535605.693023092,1161897.9436673736
2530791.196400363,1150570.8820858565
2544620.2056073905,1159971.7247616674
2533806.468706651,1160321.420631226
2543603.64721904,1155834.3928043093
2540031.421875168,1150629.155394357
2541960.8932637386,1153289.6913780472
2532777.835538329,1160327.1830790176
2537337.016116183,1153614.0758383342
2536735.049091651,1155466.4533696966
2534487.378855599,1154253.774097521
2540625.9108179137,1151509.0793765897
2545566.7843262865,1151042.6039520816
2541556.630371016,1159365.4697693433
2537603.3156040767,1152790.6548281016
2532852.175086442,1157844.8651369698
2543258.9480804093,1159664.8150794003
2541881.906119947,1159901.6130146882
2545250.4497138904,1152835.835003062
2535143.944319387,1156866.9388027538
2532516.222082011,1156489.0275673086
2543248.732661337,1159475.9665479462
2529610.062934607,1154119.898782912
2542515.9003017615,1151977.1242421162
2540656.552982705,1154893.5805455977
2534243.790369924,1153575.628561238
2528410.5347462217,1153296.7694271922
2534230.540022387,1154538.6562250813
2528339.6998725934,1154133.6948490797
2539038.4314988144,1150091.799044889
2529866.2371189184,1153587.7862432376
2541291.16202612,1157067.7807391267
2530891.1774502476,1151229.8048749033
2540227.899978436,1157655.9987272962
2530798.885226558,1152087.5146388346
2538043.9741983525,1158255.6813488177
2538838.2767692152,1154113.2414614991
2540541.1061330107,1152016.4145058927
2528199.252431056,1152639.0212677312
2537339.4799770247,1151614.2373384829
2541014.486751384,1149922.896019275
2543157.8354935143,1159877.3726745097
2543826.3617482902,1153600.5565897415
2533493.962035722,1161924.938595692
2532846.0837078015,1158913.2481466362
2528309.3839149815,1157887.5203144508
2534130.2689585383,1160087.1345035373
2537452.394010233,1160929.3873487301
2531505.0877923495,1155941.2182094813
2539407.052768044,1152694.952057367
2533002.202193716,1153629.2618732403
2533605.7263020603,1159690.0661489929
2528788.5178965214,1154888.7611402255
2529811.675445315,1154197.5419041754
2541396.2608841215,1161454.9429875542
2529700.8386626113,1152463.6370891437
2529256.889749741,1149063.2973603045
2541479.6359705273,1160134.8945909413
2539487.3647193825,1161700.0134381584
2544548.033661721,1150426.6356358577
2541134.4571695426,1156082.6555016688
2539188.930415622,1155160.6026814524
2528916.812233076,1158222.88011709
2529742.1097755996,1149441.2325144205
2532680.6835015533,1158709.129317675
2538755.1880777604,1158905.6870122983
2529160.121921756,1161647.410631022
2534378.7023086688,1149696.9624637272
2544095.12131191,1160534.9660546177
2540456.822739639,1160084.5436478378
2544939.46064088,1160417.0022439254
2543156.745209209,1156423.9281659336
2545460.1822061096,1157280.4506648204
2530821.438078572,1160301.9614360356
2533769.4899894157,1161632.297803621
2535423.0288533317,1158686.8881299477
2539215.3693659347,1155765.550308485
2533844.337536879,1161243.5039720372
2538155.019817448,1154928.6835292075
2539071.5066600856,1151962.0995897057
2529391.700806159,1154285.8325209862
2544968.8946334715,1152778.9601301514
2529485.788311139,1153940.8884698632
2541102.8527807575,1153033.4935715152
2540413.6929656724,1158351.4890457985
2540169.0746174287,1158625.4627343789
2535034.953599879,1159787.2151506308
2537139.4707158767,1158155.0201108418
2530888.081593077,1154509.4403756883
2530179.310227785,1159143.007791567
2528689.2208452616,1156677.753024941
2532979.6295988075,1153058.5714726145
2529954.384713826,1149883.0317739376
2544160.236195806,1151264.3518196698
2540330.185754604,1160184.0657879591
2530913.5293248165,1152170.0009714004
2535776.115077526,1160987.7196531266
2539471.4213895304,1155817.1520957192
2542368.003406099,1158491.132028197
2539538.042621679,1151884.2743475032
2528121.4550018497,1160205.9517716907
2531068.331676592,1150467.7972856236
2538033.0867034625,1150515.3859136817
2531373.4554264834,1150712.5142925642
2538303.0211358024,1159268.9150124171
2530010.8537341724,1154006.5935074457
2528759.2928052675,1151070.6224313106
2530379.4018648462,1157506.2288702491
2544597.8653294286,1150321.239705902
2533535.509829529,1151234.4275430297
2544827.38985175,1150110.1289996502
2540008.534916573,1161120.1848740838
2537875.3994243694,1149116.9624880129
2529356.9033530373,1155467.4087071307
2531273.866863116,1161057.4065305959
2544858.555283175,1161679.5508993235
2529682.34881635,1155369.1838778865
2533647.1896779207,1153812.3658623532
2540576.961575712,1157914.1026522075
2528549.86598872,1149149.7267079798
2535160.4791126978,1149874.447780916
2530578.4559627874,1155141.8107008538
2529958.697797187,1159028.3271733834
2528774.56278477,1153036.6133706558
2540818.131290459,1161333.6492517714
2529240.8015262196,1159681.5209986214
2532389.677083727,1161311.4483410467
2540713.1095420974,1161114.0152864214
2537964.8093717447,1158737.2922052043
2533316.987679025,1159035.4735954711
2543122.478977827,1152448.7974423356
2540008.521926516,1150267.176619993
2529066.0473644505,1155804.7198859428
2543832.9543997254,1161269.333265734
2543246.816874516,1152042.1037301205
2538205.7773078084,1160227.5689998656
2529467.6630538795,1152354.7182594717
2535939.596769575,1156985.7877927974
2541600.7302307165,1150686.986652228
2540003.613701948,1149330.4414997809
2535059.970668911,1157783.1959743316
2533320.3012252836,1158990.1695691634
2535179.150927577,1160926.737901518
2539162.564779719,1153867.9128122057
2535214.779429506,1150141.4766813086
2529388.8377938606,1152547.7332820771
2539669.0384540223,1156564.3513622156
2534457.0552945463,1152829.4256837098
2536873.6490570987,1156418.748433647
2532279.057325345,1152079.8414781964
2532292.181427559,1156105.234433617
2544157.4952330003,1155600.4937352187
2528207.8140954934,1155571.279115777
2536192.6394062303,1158768.8371718111
2543679.773100033,1154340.8889312414
2539220.974014412,1153468.3314563977
2540093.194931451,1150849.581084941
2544169.0774163753,1155424.0964004179
2537185.029722374,1150237.8671521824
2536334.3494979283,1149907.844733625
2529490.182092821,1149293.1278709632
2534770.5483193076,1153933.7530971644
2540728.9431363787,1157372.712822582
2536601.6572743542,1154230.4068313453
2544916.703228127,1160726.7859593646
2541545.9277819223,1153969.8989488555
2530322.6995087955,1149412.8582717509
2544529.8073904617,1152494.1056229763
2529482.1469924203,1153682.6251348213
2533579.653540315,1150384.012555942
2530626.2387664346,1156563.0728500683
2533288.6151794973,1153581.641882842
2532518.907206285,1161611.1842221278
2543389.697004937,1161915.895264702
2531513.2090536826,1157984.8495754374
2532970.318928979,1154413.4520204454
2543237.0657520215,1154209.2206097483
2544611.13379239,1160476.5317597704
2530347.1797610098,1152345.82187633
2545552.0121442643,1156370.98349129
2541588.5888986783,1152958.9774429493
2543464.4568796237,1157575.7086298235
2541929.6729607508,1159017.4291909435
2541507.9021299053,1150066.3838238423
2544442.0342355454,1157328.0639948556
2537774.2911454956,1150432.2583946602
2534858.534165726,1158663.1036907749
2540194.475818022,1158821.5271864121
2541165.951518984,1149921.666937487
2544993.2515515927,1160291.6004055303
2541136.2660933207,1159384.9898133222
2529608.910416836,1156271.9977186334
2540697.5429862537,1153322.6907473318
2531429.9028966296,1159849.7684222653
2535513.1245769956,1159408.8347353574
2534693.017830114,1151655.4924899428
2534029.7626657896,1159164.7799748036
2529428.4637641413,1153429.9856498046
2543996.5879729153,1151046.304095036
2538292.297792487,1155168.5023938806
2541502.075902784,1152378.525234481
2528070.966979531,1149449.6186244236
2529109.781732913,1161544.6141163681
2544600.6647478803,1161749.041522965
2539935.21907997,1153270.0244520162
2536086.2762936545,1152866.4307023415
2529811.5446993033,1154252.9047559823
2538899.904774476,1160886.132452982
2531538.00881007,1161168.8671941622
2536066.3215241376,1156539.0628842735
2530431.859208352,1150939.9210111366
2537598.547341135,1149383.6493796583
2544114.16634945,1160941.5948082996
2539066.2756298305,1158140.6413991582
2540384.2622843743,1160121.2523229916
2538990.58369144,1159807.9495516524
2536311.6407551668,1156408.0388428154
2543301.3491403842,1154373.7528847714
2532960.202481317,1152181.4929234365
2538027.7175639365,1158294.0850231906
2545018.6238070815,1149073.9613102209
2529004.5405492075,1157894.630313438
2545615.2044987893,1152135.1461941637
2545963.2311814595,1160126.1615342377
2529388.790332246,1153326.3822518445
2541419.7822780036,1151683.0444945674
2537783.743108153,1161125.8632137887
2529947.4850386446,1157802.256720864
2543522.782437754,1152046.536474821
2538382.0950963767,1154931.066280386
2528958.554211863,1156188.3933273552
2530005.724426705,1150918.5498471193
2543022.967773748,1154185.4057351418
2532792.119303676,1158245.0898679295
2540092.225447975,1158323.3417106878
2529516.328236807,1149719.1225207641
2531748.3894766797,1157941.8922043901
2533385.004198954,1151534.6767102387
2535196.2288450194,1152740.185939638
2538083.783365577,1153712.1973346323
2539571.894269035,1159113.4308711912
2536901.698303763,1157296.8510481939
2533153.2136546834,1159227.0223730244
2542956.452957382,1159412.3389946911
2528649.572324519,1161134.325471287
2542431.593800172,1152275.5354407257
2537133.4194654413,1161607.5123276159
2538567.0474628625,1153360.0261913834
2544156.9590140386,1159087.67572789
2541149.4585299823,1149314.0011320713
2533441.73223599,1157543.4438008051
2540098.709998817,1151821.1392109247
2531488.3542866795,1161954.8991990315
2542197.1300538476,1154194.9148205097
2532051.2768084747,1161498.2798378495
2543631.835444841,1154360.89695271
2530910.797570329,1161744.0568838622
2542121.2207045997,1157123.468399382
2532616.2937935777,1157673.280173851
2533966.545593371,1153330.2547329373
2530166.987549981,1152622.682738269
2541309.7381918305,1153541.2260244791
2534584.256052678,1152917.1447640106
2542695.3339566286,1152937.513019793
2535230.5842113267,1159771.5638180717
2532387.297871219,1153523.4706479565
2539699.3713271073,1153472.6411035159
2541531.139579284,1154839.8803563786
2529317.3306828677,1157188.2453711035
2528624.8065715795,1157459.5608390449
2542777.4788123993,1151389.4523815704
2532430.0663286885,1150382.3961790286
2534114.487346499,1156525.8858282526
2533970.1390717877,1151390.2839406591
2534850.9766964596,1156318.8628117694
2531880.6048552115,1157830.7428222834
2537435.754601619,1152397.059534406
2533363.1021555937,1160766.675924025
2539812.2645501946,1160699.0665750075
2533228.4285568814,1152269.820837182
2535189.9818787957,1158120.2734127066
2529851.3571307654,1152200.6856046747
2534702.1152258352,1161856.8797846094
2541709.3539386713,1155007.1766898467
2544775.252751518,1149176.9811225934
2532333.496812196,1160882.2062372724
2529972.75645256,1157975.9989856218
2544571.5481876344,1159150.6379095605
2533732.006659498,1151110.1142170648
2536772.3162560863,1152613.6020399479
2544746.2549527516,1153500.3033200314
2535794.2782678404,1157685.5607052406
2535146.9341590414,1150252.2206220813
2541120.5890520266,1154614.687845178
2532355.3290348463,1149048.938558527
2539270.0015822616,1161009.3398540425
2540590.487761719,1157671.5879309026
2534894.40477527,1157457.187566035
2536631.234411827,1155546.1114758304
2539932.1855025296,1160108.1096494056
2537865.828929341,1156508.359121793
2544317.7800116767,1159251.877863067
2535077.8893721914,1159107.5911141096
2543256.0779749947,1157953.3875752601
2535072.1721679326,1161225.1618595843
2537308.8264777553,1156598.4690462563
2544810.689578073,1161762.885309398
2544382.2686047256,1160237.7761990838
2533337.469165939,1160617.1517401473
2536408.605996358,1154374.6760223722
2531531.078790852,1159652.7607666433
2539137.5443120818,1151356.0892997098
2533434.604576189,1160520.2866716173
2541776.793165888,1152720.5564037878
2528770.1570152496,1150985.4736975064
2538328.4722151156,1152575.0080133155
2531929.0197163415,1153178.3466462214
2539502.0044670305,1160624.2816651333
2528650.267214915,1154545.3259512875
2533000.6235009152,1154609.2513615356
2532426.8183305147,1149706.4342875283
2535380.6708989064,1150245.4533158985
2541193.406843558,1153885.4456379465
2542029.0879279077,1153539.903312123
2542894.7682896797,1160985.9136491544
2536997.642782382,1158148.201317264
2540213.3933160314,1154772.2384958724
2545496.432240983,1151094.158725386
2530036.523467723,1154376.2943759288
2539588.945400172,1158292.5957816902
2543352.1370702996,1154555.9817205113
2545010.566469894,1156438.151019103
2532292.405307211,1161973.2671075028
2534911.2584671713,1154463.8001722728
2540068.494634949,1158601.7417407779
2532054.2665456138,1149985.8935880791
2537051.8136642966,1153994.9802140198
2530826.1018996215,1159294.4786332934
2541499.5635202187,1158276.5886886667
2532612.140334584,1159860.365849949
2532826.922874784,1156847.3160542932
2541545.5655745133,1160118.429919336
2539283.940369531,1160551.5502416887
2540066.397248707,1160459.2367130017
2544844.915637045,1156393.2086815634
2541952.936985711,1153659.261805659
2543655.7410372277,1161594.4141103737
2537655.5846733768,1160161.630143712
2531071.873646926,1159268.089609142
2544812.7651397875,1157552.5155306645
2535130.4947807114,1157096.381217674
2538622.625034895,1152674.7552803967
2538307.2007631487,1153691.6352907745
2545381.3562551327,1151875.5818876298
2534223.030291632,1149987.464755702
2544851.03167311,1151329.7110910844
2538895.358168317,1152331.7748562298
2530670.239215289,1159757.3298133004
2544980.6473716507,1156691.5521557957
2532643.295423157,1161099.632318299
2531012.970408606,1161043.1887917218
2544060.4706111215,1151559.9550539663
2534245.178058109,1151815.7080039824
2544336.4881099076,1150935.2776291035
2543908.3516889284,1150874.523214997
2537491.5601295596,1158009.8007929607
2535470.007112823,1152345.6354429184
2545181.8853261936,1152850.245272042
2541165.9769278998,1158832.3924464867
2540901.6533556115,1158766.3218726704
2543587.8728922107,1149685.4370228166
2533483.0402010153,1149147.3833957803
2539911.345304651,1149139.305045772
2528157.465528259,1159806.9178737241
2534366.614168846,1153750.7775632415
2541182.565240281,1151139.271859189
2545515.0410669576,1160469.4549221885
2530257.7291669184,1156744.2698149213
2531202.8096098956,1154570.7951785058
2529663.2122820937,1150190.3234748517
2545534.8651522715,1156069.1389069187
2529379.112051079,1155081.7899346142
2530897.7065900676,1156686.7876407458
2528729.5192929627,1160864.192346006
2530741.8855431764,1159084.1672654091
2539883.3343772483,1155773.22539804
2535371.9239061726,1151431.6870592763
2540787.5638096393,1152052.0508417
2530279.4660014454,1156175.177187868
2531470.715595026,1157236.8006215063
2544518.239879838,1156625.517016121
2530823.8835321977,1157571.8680763422
2539608.4554359308,1161717.5647599113
2528835.3319042884,1155926.6395074602
2543489.746894656,1151395.573039807
2530613.948623748,1151396.2373632893
2537377.4260954843,1152292.1582421185
2533076.409919595,1153214.790533466
2545683.1873266464,1160347.8212879298
2543768.797044431,1151717.2465745462
2528504.000487694,1150860.1881767616
2535481.560593744,1150694.0313541729
2545727.2542745173,1152568.021781426
2542404.7179138763,1151681.0406362314
2539983.7175942785,1155682.3029238752
2528589.307908667,1152621.3644389606
2542521.319828755,1151032.1871960943
2535175.2111030244,1157852.6033184647
2539668.406488744,1160383.431204433
2542865.6198305427,1150608.1433438442
2543470.7977248365,1151458.9376878266
2530855.2786133057,1150077.663551305
2532425.4326734855,1154101.3140053404
2538278.100126359,1153132.3910154705
2533874.8637624444,1161913.5932029563
2541507.194930675,1161280.2828317364
2536996.446899913,1161655.7066359555
2539275.8040368534,1157889.248948776
2536472.9548241375,1158719.3249001566
2535112.4552075244,1157733.3840510587
2540046.035792146,1157380.4895097283
2542839.912143928,1154071.2624148198
2535196.439659224,1157999.030469194
2543008.101264156,1160322.0306201829
2544621.2217547125,1151182.9634905716
2542928.18257075,1157672.284827298
2534375.014784665,1150030.7425676219
2533836.533126321,1160736.4865624807
2544560.8048705026,1158418.3964271261
2534210.998391996,1156510.7176657754
2541807.982229341,1149346.5511353158
2528251.39098561,1157143.4587117925
2533650.273855714,1160244.6106077232
2532175.676712611,1153758.1741497885
2535509.9542149114,1150259.8405260295
2538558.0991594982,1149349.8069384375
2543743.296136195,1154266.3812401465
2534555.564182617,1157304.3723364703
2532180.484499227,1160419.7095905766
2539893.515092681,1156194.4224154518
2545288.914510855,1157933.439252039
2528232.8771561915,1151143.3539031667
2544540.189537272,1156596.7806052403
2545274.2471524705,1156554.936003004
2541874.413729077,1158264.1768122127
2529856.206320229,1152583.84747885
2539504.8238476007,1153349.4474772976
2543030.9414994456,1150134.364001094
2537567.116926303,1155348.6198598233
2540011.294390883,1161505.7434150144
2539873.9600819917,1151361.7056482914
2530618.9023162317,1149947.5901151106
2540052.75747119,1158105.0871467853
2541947.5703833043,1161290.1854651165
2537139.6297801062,1157406.309935832
2543015.364185019,1154211.4431406977
2545059.019853591,1149299.7599906416
2536328.0676168497,1151702.489312458
2535640.418586059,1155710.1299736204
2530258.326176448,1161118.394219582
2541637.1392086186,1159048.195715852
2543461.87037703,1149141.0658477156
2538422.8215573695,1158788.3148040706
2532469.479640982,1155165.5760777176
2539648.2965701907,1150867.7787097539
2541064.4305281113,1161658.3124305783
2528325.9217347945,1149434.7796678215
2544816.3328156434,1154335.3367115385
2543403.7682161736,1149803.6241961701
2530202.1553204334,1154971.7932485477
2528236.6339239804,1150554.3984524028
2536044.406391153,1152966.6389390046
2529484.172698043,1160774.0090869563
2532858.7899126075,1161472.385488403
2544379.742125031,1150089.1697020158
2530105.743226111,1157725.0596696069
2532192.745071376,1156051.6833390878
2538950.4432985573,1160055.7810356552
2535640.6773986574,1150368.021562652
2533078.83629597,1153500.485863447
2540532.6018224554,1150114.37647284
2533669.3372154655,1152589.6258082918
2532839.6058573457,1155721.5163460544
2540623.3260376146,1153698.7105256675
2531312.698192075,1157520.9743164121
2544189.23484131,1160327.1579570472
2528521.925343789,1161705.0762413202
2534395.704188951,1152208.7622458334
2538272.1240168675,1158811.960603111
2536761.6900667096,1154881.5865015287
2543960.589201901,1153690.433220236
2540878.7610283224,1150503.2716347647
2542914.358518626,1159099.6783786158
2529782.4314581733,1154790.068639116
2541465.078647416,1160191.3893441986
2533186.2626020713,1153076.7480232292
2535268.98228623,1155034.2140029266
2536585.2584063625,1160885.874106594
2538527.3337877225,1156996.30997249
2528834.2340988335,1159539.7599203493
2537452.620491861,1154201.6031207503
2538335.352836118,1159385.1417344937
2541028.7837438034,1149892.233139313
2536937.346205756,1154022.1341033827
2539298.0163564878,1149946.448527225
2539967.5461312784,1153021.1758373964
2537510.4711128986,1158926.1856776685
2529030.515602388,1151059.364337161
2534108.389060778,1154272.5874668753
2543082.124771676,1159412.2700558836
2528497.3571459427,1151732.802063752
2534781.4924805257,1153512.2919877954
2535456.4115360426,1156222.759341294
2540613.2395195775,1150691.870492071
2544356.132014726,1161970.7346694942
2537767.854809085,1159364.320543359
2538934.001159904,1161775.0928947162
2532854.5018741544,1151631.0647005122
2533430.9016152415,1154028.300682034
2537496.1844372703,1155892.6064786445
2537831.244148307,1155395.7219687242
2539559.7761022653,1159505.3132100205
2540936.0911332187,1158350.0564715203
2538235.5895710997,1149881.6609871492
2537058.9869601517,1155709.5254655282
2531468.919594645,1158689.0991092995
2535854.161855478,1151718.0116311847
2534436.2299121027,1158800.36481864
2538094.1277678045,1160124.4499330467
2541701.7725481996,1159313.2635564127
2536379.871271091,1153487.582364685
2537316.703087802,1157625.371072388
2530354.5351829883,1160634.8496564769
2539155.4123164983,1156335.6163791548
2531160.235375257,1155550.562020909
2543542.3132431866,1150648.6947647536
2530700.2186330333,1154053.1565254508
2533404.8432730422,1161661.881262956
2528350.885950994,1158943.7361986951
2536106.5843404834,1151110.9469860983
2539413.679518856,1155244.6196712686
2541782.398193273,1157819.4759308917
2540623.9074670286,1153686.2209411105
2538007.3076126426,1161758.395206019
2544447.2568146633,1160387.7339577829
2534703.8835082417,1156276.2371107796
2530400.95599885,1150669.469926141
2529497.702607439,1160942.0170207778
2529363.6176382527,1154907.625693697
2531247.3109838725,1149836.0918341174
2542445.63160183,1158803.137632078
2543544.323453404,1160529.4849040315
2545179.9860223113,1157771.4591956548
2536853.9588419297,1153938.036537556
2543052.887372983,1151786.2669281173
2529542.422842057,1161717.8222446789
2536736.7014661175,1158949.886770733
2542741.328007377,1158148.5486913654
2538651.9665444014,1161912.9025737257
2537582.9597243425,1157732.4734455491
2538971.3244721945,1158807.1704555755
2530775.131815803,1150157.2343045166
2533759.786475653,1150041.1191543983
2534629.4074739604,1150935.7235365587
2534021.900491392,1149118.3801070778
2543171.1186739416,1157511.383214815
2532274.1607512906,1151714.3300261332
2534061.835078066,1155545.90053023
2537394.4790446656,1161089.7263541433
2533920.301918002,1151740.0436209086
2535394.4606832694,1158172.051250871
2531011.675383586,1161323.1369696595
2529166.3657660484,1155341.364239551
2539427.926938294,1155658.248923165
2538453.29528254,1161410.2923826408
2541804.314645705,1160619.740676994
2544423.0346427388,1160723.0409091602
2528403.9342634724,1158653.8687899578
2534766.2284529917,1161506.275231641
2531750.01793627,1161171.2122195128
2530825.4884062293,1153281.7096335704
2535442.9704296584,1155245.8979967285
2528869.643338845,1158639.605079911
2536626.939284502,1160590.6281426775
2538844.4892861205,1158852.9171860844
2529892.6444770233,1161073.1667917059
2538490.661189717,1161613.0114562702
2532036.817134435,1155432.6360922533
2530735.094950932,1159992.278419679
2531288.031405368,1161043.1074650611
2528141.14941903,1154653.2206906276
2540684.1306276955,1159518.4721983485
2544910.0632478883,1153452.5533121114
2540107.049769737,1159412.5664519693
2536708.16356042,1160141.296266502
2541542.6758590965,1149187.2282533597
2539548.2820162987,1154803.6186943352
2531403.7100914284,1150598.6783345393
2528305.233005986,1160949.106527265
2532316.2191240005,1153391.6651884683
2545760.5734490934,1161497.273498167
2540009.9990076004,1155752.7457300015
2537718.6018612008,1149895.2212964017
2535746.619805912,1156665.3006069376
2532704.067745149,1153923.5015115028
2529964.829346248,1158884.627303164
2542401.897087141,1156900.5183447741
2532975.9435638175,1155430.817766624
2535762.5973914587,1155230.7193116103
2538332.7187495218,1156238.6906840159
2534655.7892387705,1157473.2316711342
2534163.6295917444,1160456.2560149129
2540095.3790289513,1156936.5629238307
2532613.8474836615,1153476.3467682374
2533771.1895429757,1152920.754810652
2543177.1314786444,1158558.0157592127
2528582.021051537,1161561.3768548728
2545260.281418732,1157536.917489372
2545085.318232185,1159145.1520124406
2528003.1163711157,1158897.0325188607
2536117.9288074425,1156220.3080849582
2528496.0163911185,1153781.1944171824
2528423.54229144,1154308.6208922216
2534075.995562874,1151124.9610944213
2528689.522185704,1159707.3797176692
2543974.626338674,1161046.2857830953
2538054.4409892745,1153569.0546664284
2542173.169365067,1157099.296486234
2529375.4331851467,1154356.8034891204
2528434.8020693017,1152249.3518428649
2540032.115412125,1159441.3769877418
2536596.809839782,1149290.9641154485
2530760.9580115317,1158450.3170125876
2541178.5748709654,1154481.5311103587
2532719.4646869036,1159487.0113210054
2531850.457539221,1153583.5468992335
2538006.4449553066,1159378.423090179
2536216.9240793465,1156737.114598478
2532890.09286075,1157373.4848943192
2533155.334481901,1160481.115779728
2539306.7539619473,1152416.610106331
2543436.517379933,1151406.7628409187
2533360.8597165085,1156880.2535545626
2529627.70058588,1154269.9945730239
2545233.235996706,1152351.1694706827
2535667.7108306414,1154513.641844238
2538585.7101636343,1156531.7117246785
2530842.4116369453,1155668.9099979755
2540534.6004155087,1150505.3884859025
2529786.5873579914,1160311.7142655193
2530572.5213208087,1151531.8483235424
2532336.0450570164,1155395.122605327
2533721.8933237027,1150231.7483370912
2532788.5534913973,1158276.3705099318
2540042.287536489,1155605.0130194388
2533278.924664652,1150152.29827529
2531908.048402175,1152017.321366869
2531882.469969144,1156617.8490502299
2542343.9147473834,1161272.712460369
2529484.3118342366,1157033.251995664
2530124.284117151,1154197.7626550132
2537758.701251752,1159649.7818636615
2545577.661215754,1154282.6539206544
2534659.892011589,1161911.843754265
2536602.4135643635,1157374.2970872852
2538882.9929909226,1149779.1314741925
2535463.4883450516,1150336.8108243218
2532643.985233927,1150006.6170974425
2537637.6446428346,1161874.4059024001
2528073.787942966,1152924.797163706
2539681.5000116997,1160078.8135087101
2529161.2498737844,1157488.6259204356
2542687.7495848658,1155373.1149400764
2544483.4775489164,1160377.7752141457
2537336.277837981,1151167.340878936
2538601.047287387,1156226.9276873118
2543172.607924436,1152649.0976567033
2542512.0106347143,1159243.6444055932
2532962.7497537187,1149066.3987448972
2531529.6154828365,1149135.5117959096
2530770.014163087,1157254.4526200315
2528745.0985652558,1152670.6612119304
2545117.7764239875,1155576.3251622352
2536445.3367981776,1156536.0235544804
2534143.2592756115,1153088.5556020644
2544727.516886406,1149956.3256934993
2531506.3369097733,1151247.402633524
2542301.562197236,1157220.5498313955
2545879.34557019,1160341.7729214223
2544466.079696378,1159968.2664417801
2537195.35115587,1155951.5892185231
2541456.9084420353,1150531.0566254875
2541572.806132357,1150367.0037536637
2537609.1632336522,1157177.0330644764
2542736.7157156514,1160799.6243314273
2528765.1175266956,1153762.6024878777
2535365.4955531927,1151903.5719822424
